X,Y
[279],[276.5073262900484]
[279],[276.5073262900484]
[265],[291.7162578573829]
[265],[291.7162578573829]
[260],[295.8438679996279]
[259],[296.6013486383749]
[254],[300.08426387997855]
[253],[300.7242739098812]
[251],[301.95247494906374]
[250],[302.54180762801883]
[248],[303.67371391098544]
[247],[304.21736725301565]
[245],[305.2626967723049]
[244],[305.76539128148414]
[243],[306.2554342232451]
[242],[306.7333093747574]
[240],[307.65444093012405]
[239],[308.098614490314]
[238],[308.5324546313231]
[237],[308.9563949075031]
[236],[309.3708589162333]
[235],[309.7762603271207]
[234],[310.17300291119767]
[233],[310.56148057011814]
[232],[310.9420773653564]
[231],[311.315167547405]
[229],[312.04027619417997]
[228],[312.39299436776076]
[227],[312.7396054042567]
[225],[313.41579896439333]
[224],[313.74600387694267]
[223],[314.0713464886209]
[222],[314.39211406498083]
[221],[314.7085843525712]
[220],[315.02102560813563]
[218],[315.63484677630635]
[217],[315.9367160161452]
[216],[316.23553493681555]
[215],[316.53152478399255]
[214],[316.8248974887328]
[213],[317.1158556966688]
[211],[317.6912929527361]
[210],[317.97613112780203]
[209],[318.25927311832805]
[208],[318.5408755808025]
[206],[319.1000430255676]
[205],[319.37787588644545]
[203],[319.93064186804935]
[202],[320.2057888191011]
[200],[320.75407816085516]
[199],[321.0273808591823]
[196],[321.8446971131354]
[195],[322.11643614901203]
[192],[322.9299990972715]
[191],[323.2006833775883]
[187],[324.28077060937875]
[186],[324.5500086843867]
[182],[325.62246208396795]
[181],[325.88911811602674]
[178],[326.6842239235231]
[193],[322.6590684084985]
[194],[322.3878855578943]
[197],[321.5726366800813]
[198],[321.30021434900044]
[201],[320.48023938598993]
[202],[320.2057888191011]
[204],[319.6547050348442]
[205],[319.37787588644545]
[208],[318.5408755808025]
[209],[318.25927311832805]
[212],[317.40459279720966]
[213],[317.1158556966688]
[215],[316.53152478399255]
[216],[316.23553493681555]
[217],[315.9367160161452]
[218],[315.63484677630635]
[219],[315.32969662780664]
[220],[315.02102560813563]
[221],[314.7085843525712]
[222],[314.39211406498083]
[224],[313.74600387694267]
[225],[313.41579896439333]
[226],[313.08043493721647]
[227],[312.7396054042567]
[228],[312.39299436776076]
[229],[312.04027619417997]
[230],[311.6811155849725]
[231],[311.315167547405]
[232],[310.9420773653564]
[233],[310.56148057011814]
[234],[310.17300291119767]
[235],[309.7762603271207]
[236],[309.3708589162333]
[237],[308.9563949075031]
[238],[308.5324546313231]
[239],[308.098614490314]
[240],[307.65444093012405]
[242],[306.7333093747574]
[243],[306.2554342232451]
[244],[305.76539128148414]
[245],[305.2626967723049]
[247],[304.21736725301565]
[248],[303.67371391098544]
[250],[302.54180762801883]
[251],[301.95247494906374]
[253],[300.7242739098812]
[254],[300.08426387997855]
[255],[299.42620242465404]
[256],[298.7494927071297]
[256],[298.7494927071297]
[259],[296.6013486383749]
[260],[295.8438679996279]
[269],[287.964561182855]
[269],[287.964561182855]
[276],[280.2864879168016]
[276],[280.2864879168016]
[280],[275.17639207412316]
[281],[273.8084154291823]
[281],[273.8084154291823]
[280],[275.17639207412316]
[281],[273.8084154291823]
[281],[273.8084154291823]
[282],[272.40251824252226]
[282],[272.40251824252226]
[284],[269.4733937016603]
[284],[269.4733937016603]
[286],[266.38176877486006]
[288],[263.12021298435496]
[288],[263.12021298435496]
[289],[261.4233393231835]
[288],[263.12021298435496]
[287],[264.7727037305203]
[286],[266.38176877486006]
[286],[266.38176877486006]
[289],[261.4233393231835]
[290],[259.6811141169689]
[290],[259.6811141169689]
[290],[259.6811141169689]
[289],[261.4233393231835]
[289],[261.4233393231835]
[290],[259.6811141169689]
[291],[257.8925572896173]
[290],[259.6811141169689]
[291],[257.8925572896173]
[291],[257.8925572896173]
[293],[254.1724710616615]
[293],[254.1724710616615]
[294],[252.23892401580582]
[294],[252.23892401580582]
[295],[250.25500999991715]
[296],[248.21969126965092]
[295],[250.25500999991715]
[296],[248.21969126965092]
[296],[248.21969126965092]
[297],[246.13191845942407]
[298],[243.99063055320465]
[297],[246.13191845942407]
[298],[243.99063055320465]
[298],[243.99063055320465]
[299],[241.79475485533027]
[299],[241.79475485533027]
[300],[239.5432069612952]
[301],[237.23489072856609]
[301],[237.23489072856609]
[302],[234.86869824737113]
[302],[234.86869824737113]
[303],[232.44350981151246]
[303],[232.44350981151246]
[304],[229.9581938891651]
[304],[229.9581938891651]
[306],[224.80259415437257]
[306],[224.80259415437257]
[307],[222.12998788735734]
[307],[222.12998788735734]
[308],[219.39260916631923]
[308],[219.39260916631923]
[309],[216.58926689332583]
[309],[216.58926689332583]
[310],[213.71875796963417]
[310],[213.71875796963417]
[311],[210.77986726648845]
[311],[210.77986726648845]
[312],[207.77136759592048]
[312],[207.77136759592048]
[313],[204.69201968156193]
[313],[204.69201968156193]
[314],[201.54057212943002]
[314],[201.54057212943002]
[315],[198.31576139874727]
[315],[198.31576139874727]
[316],[195.01631177272947]
[316],[195.01631177272947]
[317],[191.64093532939881]
[317],[191.64093532939881]
[318],[188.18833191237826]
[318],[188.18833191237826]
[319],[184.6571891016967]
[319],[184.6571891016967]
[320],[181.04618218459467]
[320],[181.04618218459467]
[321],[177.3539741263184]
[321],[177.3539741263184]
[322],[173.579215540931]
[322],[173.579215540931]
[323],[169.72054466210756]
[323],[169.72054466210756]
[324],[165.77658731394416]
[324],[165.77658731394416]
[324],[165.77658731394416]
[323],[169.72054466210756]
[323],[169.72054466210756]
[322],[173.579215540931]
[320],[181.04618218459467]
[321],[177.3539741263184]
[321],[177.3539741263184]
[322],[173.579215540931]
[322],[173.579215540931]
[323],[169.72054466210756]
[324],[165.77658731394416]
[325],[161.74595688175162]
[325],[161.74595688175162]
[326],[157.6272542828678]
[326],[157.6272542828678]
[327],[153.41906793745005]
[327],[153.41906793745005]
[327],[153.41906793745005]
[326],[157.6272542828678]
[325],[161.74595688175162]
[322],[173.579215540931]
[321],[177.3539741263184]
[318],[188.18833191237826]
[316],[195.01631177272947]
[316],[195.01631177272947]
[315],[198.31576139874727]
[317],[191.64093532939881]
[317],[191.64093532939881]
[318],[188.18833191237826]
[321],[177.3539741263184]
[322],[173.579215540931]
[323],[169.72054466210756]
[324],[165.77658731394416]
[325],[161.74595688175162]
[324],[165.77658731394416]
[325],[161.74595688175162]
[326],[157.6272542828678]
[327],[153.41906793745005]
[327],[153.41906793745005]
[328],[149.11997373928415]
[327],[153.41906793745005]
[326],[157.6272542828678]
[326],[157.6272542828678]
[327],[153.41906793745005]
[326],[157.6272542828678]
[326],[157.6272542828678]
[327],[153.41906793745005]
[327],[153.41906793745005]
[326],[157.6272542828678]
[328],[149.11997373928415]
[327],[153.41906793745005]
[328],[149.11997373928415]
[329],[144.72853502658307]
[330],[140.24330255279273]
[330],[140.24330255279273]
[329],[144.72853502658307]
[330],[140.24330255279273]
[330],[140.24330255279273]
[333],[126.21016071463481]
[334],[121.33500801362169]
[334],[121.33500801362169]
[330],[140.24330255279273]
[329],[144.72853502658307]
[326],[157.6272542828678]
[326],[157.6272542828678]
[325],[161.74595688175162]
[325],[161.74595688175162]
