X,Y
[325],[262.6302920727062]
[326],[265.5092723397679]
[326],[265.5092723397679]
[328],[271.1489389173653]
[328],[271.1489389173653]
[330],[276.62655582059915]
[330],[276.62655582059915]
[333],[284.5286243377627]
[333],[284.5286243377627]
[337],[294.4555390438577]
[337],[294.4555390438577]
[344],[310.07529477998423]
[344],[310.07529477998423]
[345],[312.1193807333834]
[346],[314.11592977007194]
[345],[312.1193807333834]
[347],[316.0647776791443]
[348],[317.9657899504232]
[348],[317.9657899504232]
[353],[326.75072918309843]
[354],[328.3636074040619]
[358],[334.3372517819221]
[359],[335.7120164855219]
[362],[339.5553868428683]
[363],[340.74392162494723]
[366],[344.0371554251101]
[367],[345.0456304600807]
[369],[346.9317918406009]
[370],[347.810644754863]
[372],[349.44309019287857]
[373],[350.19807365218685]
[375],[351.5893254964826]
[376],[352.227215077]
[377],[352.8277596671246]
[378],[353.3918680161655]
[380],[354.41461056552316]
[381],[354.87526282378485]
[382],[355.30351561167436]
[383],[355.7004802021979]
[384],[356.0673093552464]
[385],[356.4051976450205]
[386],[356.71538178747096]
[387],[356.999140967549]
[388],[357.2577971668138]
[389],[357.49271549062496]
[391],[357.89701651732275]
[392],[358.06934799699184]
[393],[358.2238398095865]
[395],[358.4856920648522]
[396],[358.5963593712145]
[397],[358.69580139268464]
[398],[358.78578608239286]
[399],[358.8681277913852]
[400],[358.94468759587426]
[401],[359.0173736247157]
[402],[359.08814138681146]
[403],[359.1589940984627]
[404],[359.23198301075854]
[406],[359.392816580264]
[407],[359.48500686029683]
[409],[359.70416805990635]
[410],[359.835781650901]
[411],[359.98526267627267]
[412],[360.15505845184043]
[413],[360.34766727485066]
[414],[360.5656387512422]
[416],[361.088126596223]
[417],[361.398001667068]
[418],[361.7439574506857]
[419],[362.12880500774145]
[421],[363.02668637795387]
[422],[363.54560998777697]
[424],[364.738553972114]
[425],[365.4187906573493]
[427],[366.9627479808837]
[428],[367.8330173370482]
[430],[369.7869303895709]
[431],[370.87746110407124]
[433],[373.3033169779951]
[434],[374.64587334902853]
[436],[377.6087568775397]
[437],[379.23666533314054]
[438],[380.967370840473]
[438],[380.967370840473]
[437],[379.23666533314054]
[436],[377.6087568775397]
[435],[376.0797662389955]
[434],[374.64587334902853]
[432],[372.04839440771275]
[431],[370.87746110407124]
[430],[369.7869303895709]
[429],[368.7732731160063]
[427],[366.9627479808837]
[426],[366.1591065226671]
[424],[364.738553972114]
[423],[364.1152056190617]
[420],[362.55540867203626]
[419],[362.12880500774145]
[418],[361.7439574506857]
[417],[361.398001667068]
[415],[360.8115741231445]
[414],[360.5656387512422]
[413],[360.34766727485066]
[412],[360.15505845184043]
[410],[359.835781650901]
[409],[359.70416805990635]
[407],[359.48500686029683]
[406],[359.392816580264]
[405],[359.3092077370525]
[404],[359.23198301075854]
[403],[359.1589940984627]
[402],[359.08814138681146]
[401],[359.0173736247157]
[400],[358.94468759587426]
[398],[358.78578608239286]
[397],[358.69580139268464]
[396],[358.5963593712145]
[395],[358.4856920648522]
[394],[358.36207759086346]
[393],[358.2238398095865]
[392],[358.06934799699184]
[391],[357.89701651732275]
[390],[357.7053044956697]
[389],[357.49271549062496]
[388],[357.2577971668138]
[386],[356.71538178747096]
[385],[356.4051976450205]
[384],[356.0673093552464]
[383],[355.7004802021979]
[382],[355.30351561167436]
[381],[354.87526282378485]
[380],[354.41461056552316]
[379],[353.9204887234223]
[377],[352.8277596671246]
[376],[352.227215077]
[374],[350.91322169875593]
[373],[350.19807365218685]
[371],[348.64751869730344]
[370],[347.810644754863]
[368],[346.0103209876829]
[367],[345.0456304600807]
[364],[341.8867750550121]
[363],[340.74392162494723]
[360],[337.03976725497296]
[359],[335.7120164855219]
[355],[329.9285675364513]
[355],[329.9285675364513]
[354],[328.3636074040619]
[351],[323.3809202211264]
[350],[321.62392000658974]
[351],[323.3809202211264]
[350],[321.62392000658974]
[349],[319.8188621017757]
[349],[319.8188621017757]
[345],[312.1193807333834]
[345],[312.1193807333834]
[338],[296.8253594034136]
[338],[296.8253594034136]
[335],[289.580735233681]
[335],[289.580735233681]
[332],[281.9372679936091]
[332],[281.9372679936091]
[330],[276.62655582059915]
[330],[276.62655582059915]
[328],[271.1489389173653]
[328],[271.1489389173653]
[327],[268.34904339435116]
[327],[268.34904339435116]
[326],[265.5092723397679]
[326],[265.5092723397679]
[325],[262.6302920727062]
[325],[262.6302920727062]
[324],[259.71279206506324]
[324],[259.71279206506324]
[323],[256.75748461416106]
[323],[256.75748461416106]
[322],[253.76510451528475]
[322],[253.76510451528475]
[321],[250.73640873438808]
[321],[250.73640873438808]
[320],[247.67217608060628]
[320],[247.67217608060628]
[319],[244.57320687890706]
[319],[244.57320687890706]
[318],[241.44032264268344]
[318],[241.44032264268344]
[317],[238.27436574637568]
[317],[238.27436574637568]
[316],[235.07619909805317]
[316],[235.07619909805317]
[315],[231.84670581201817]
[315],[231.84670581201817]
[314],[228.5867888814605]
[314],[228.5867888814605]
[313],[225.2973708509703]
[313],[225.2973708509703]
[312],[221.9793934892291]
[312],[221.9793934892291]
[313],[225.2973708509703]
[313],[225.2973708509703]
[314],[228.5867888814605]
[314],[228.5867888814605]
[315],[231.84670581201817]
[315],[231.84670581201817]
[314],[228.5867888814605]
[313],[225.2973708509703]
[313],[225.2973708509703]
[314],[228.5867888814605]
[313],[225.2973708509703]
[314],[228.5867888814605]
[314],[228.5867888814605]
[315],[231.84670581201817]
[315],[231.84670581201817]
[316],[235.07619909805317]
[316],[235.07619909805317]
[317],[238.27436574637568]
[318],[241.44032264268344]
[317],[238.27436574637568]
[317],[238.27436574637568]
[318],[241.44032264268344]
[318],[241.44032264268344]
[319],[244.57320687890706]
[318],[241.44032264268344]
[319],[244.57320687890706]
[319],[244.57320687890706]
[320],[247.67217608060628]
[320],[247.67217608060628]
[321],[250.73640873438808]
[321],[250.73640873438808]
[322],[253.76510451528475]
[322],[253.76510451528475]
