X,Y
[291],[257.09103546465167]
[291],[257.09103546465167]
[293],[254.10436226011052]
[293],[254.10436226011052]
[296],[249.16250610236284]
[296],[249.16250610236284]
[297],[247.3825039072658]
[297],[247.3825039072658]
[298],[245.53196892901587]
[298],[245.53196892901587]
[300],[241.6088103775005]
[300],[241.6088103775005]
[301],[239.53076970832308]
[301],[239.53076970832308]
[302],[237.37136031646924]
[302],[237.37136031646924]
[303],[235.1276977484854]
[303],[235.1276977484854]
[304],[232.79682561561322]
[304],[232.79682561561322]
[305],[230.37571472012905]
[305],[230.37571472012905]
[306],[227.8612621813195]
[306],[227.8612621813195]
[307],[225.2502905615588]
[307],[225.2502905615588]
[308],[222.5395469925902]
[308],[222.5395469925902]
[309],[219.72570230146493]
[309],[219.72570230146493]
[310],[216.80535013675808]
[310],[216.80535013675808]
[312],[210.63110684534013]
[312],[210.63110684534013]
[313],[207.37000925840084]
[313],[207.37000925840084]
[314],[203.98798952975312]
[314],[203.98798952975312]
[315],[200.48124230733492]
[315],[200.48124230733492]
[316],[196.8458798172619]
[316],[196.8458798172619]
[317],[193.07793098997035]
[317],[193.07793098997035]
[318],[189.17334058646202]
[317],[193.07793098997035]
[317],[193.07793098997035]
[316],[196.8458798172619]
[316],[196.8458798172619]
[315],[200.48124230733492]
[315],[200.48124230733492]
[314],[203.98798952975312]
[314],[203.98798952975312]
[313],[207.37000925840084]
[311],[213.77500609474055]
[311],[213.77500609474055]
[313],[207.37000925840084]
[313],[207.37000925840084]
[314],[203.98798952975312]
[313],[207.37000925840084]
[314],[203.98798952975312]
[314],[203.98798952975312]
[315],[200.48124230733492]
[315],[200.48124230733492]
[316],[196.8458798172619]
[316],[196.8458798172619]
[317],[193.07793098997035]
[318],[189.17334058646202]
[317],[193.07793098997035]
[317],[193.07793098997035]
[318],[189.17334058646202]
[318],[189.17334058646202]
[319],[185.12796832425784]
[318],[189.17334058646202]
[319],[185.12796832425784]
[319],[185.12796832425784]
[320],[180.93758800355545]
[320],[180.93758800355545]
[321],[176.59788663335758]
[321],[176.59788663335758]
[322],[172.1044635576659]
